file,ssi,hash,cor,chi,inter,bha,TF
0.JPG,1,0,1,0,1.691896733,1.05E-08,
1.jpg,0.280114404,24,0.982259519,109.9325836,1.16197166,0.405260019,1
2.jpg,0.209465194,38,0.942408525,36.17107898,1.182236139,0.570476053,1
3.jpg,0.239304496,28,-0.00375009254,11556.46142,0.0151694218,0.98977295,0
4.jpg,0.290218322,30,0.981732502,0.691896793,0.99999994,0.480833188,0
5.jpg,0.0669473869,30,0.693454611,15663.72683,1.20345427,0.709712925,1
6.jpg,0.15527289,26,0.962906984,876.9611434,1.260392537,0.670159848,0
7.jpg,0.64063582,28,0.981732502,0.691896793,0.99999994,0.480833188,0
8.jpg,0.268399631,34,0.98141065,45.40271694,1.216946522,0.466671464,1
9.jpg,0.323920632,36,-0.000972854569,255729.5679,0.133873852,0.949739493,0
10.jpg,0.35841487,34,0.97577567,319.9547261,1.237919467,0.489735836,1
11.jpg,0.206518022,24,0.944232443,2768.049903,1.155323427,0.701554909,0
12.jpg,0.282692499,30,0.438603697,169490.5449,1.078999495,0.815699151,0
13.jpg,0.250060226,30,0.392846895,297556.3402,1.114838255,0.864772754,0
14.jpg,0.35787824,30,0.984554133,0.522072192,1.249236762,0.298315657,1
15.jpg,0.328340016,26,0.0331919198,172825.7019,0.433230145,0.894882367,0
16.jpg,0.540585119,38,0.690068538,179.5153446,1.133241704,0.748691466,0
17.jpg,0.594800575,26,0.982544174,3.464025459,1.138345318,0.422718235,0
18.jpg,0.599571194,22,0.995890396,0.503806324,1.173609802,0.364792443,1
19.jpg,0.439507505,28,0.981758368,8.620304157,1.123770726,0.473820127,0
20.jpg,0.215369021,28,0.927892267,1090.286824,1.22857287,0.660776586,0
21.jpg,0.31366554,40,0.980907192,11.25654384,1.165196055,0.440088638,0
22.jpg,0.546351319,16,0.980020503,0.846920637,1.10285482,0.390060241,1
23.jpg,0.450819446,30,0.626049548,1094.715867,1.39187829,0.619343283,1
24.jpg,0.445646006,28,0.433145426,832.4545036,0.90939593,0.650590989,1
25.jpg,0.514534181,34,0.981777019,0.733079893,1.010294429,0.463835596,0
26.jpg,0.474556986,32,0.983604478,1.546735459,1.175011113,0.317355087,1
27.jpg,0.494819313,28,0.984889529,5.560651362,1.28743279,0.373757543,1
28.jpg,0.41203799,26,0.908953213,138.7862487,1.394604227,0.49907404,1
29.jpg,0.550404057,32,0.980785616,2.344374583,1.028855732,0.484811147,1
30.jpg,0.478942383,36,0.988067221,0.640014711,1.391417004,0.258092264,1
31.jpg,0.46400905,28,0.984785381,1.093924751,1.273836551,0.308500825,1
32.jpg,0.507030197,32,0.994202958,0.77641929,1.272797735,0.332542361,1
33.jpg,0.542017155,32,0.990695077,3.167259788,1.121889421,0.364420278,1
34.jpg,0.562091459,32,0.985362398,0.499123634,1.171609788,0.289894945,1
35.jpg,0.499068923,26,0.734046804,8348.093015,1.350658856,0.5877544,1
36.jpg,0.56826952,26,0.995897421,0.511280507,1.208254549,0.33771113,1
37.jpg,0.330513357,32,0.000178605439,170434.6325,0.111982072,0.95215108,1
38.jpg,0.388915863,38,0.956221605,2172.543542,1.474995466,0.532845516,1
39.jpg,0.491521913,28,0.989793789,1.687687227,1.302859603,0.348669281,1
40.jpg,0.280113688,32,0.0880521991,232088.3267,0.799689898,0.823188239,0
41.jpg,0.472777634,32,0.956001473,48.98538986,1.554267602,0.357378007,1
42.jpg,0.340471261,28,0.0744194649,158564.8579,0.43106152,0.86199416,1
43.jpg,0.630896357,4,0.996111242,0.479054525,1.310824824,0.290003095,1
44.jpg,0.262734947,36,0.973593433,171.9323375,1.00595044,0.516435313,0
45.jpg,0.363401537,30,0.9816926,7.063966089,1.045801883,0.478193457,0
46.jpg,0.586193637,34,0.981783117,6.219712278,1.015975303,0.481226582,0
47.jpg,0.478795327,28,0.991147101,5.455259782,1.130315377,0.35399321,1
48.jpg,0.551173212,28,0.997369322,0.334435444,1.390043799,0.2583149,1
49.jpg,0.417888099,28,0.986516131,0.92900363,1.33257673,0.270819849,1
50.jpg,0.435995194,36,0.992067577,38.38505739,1.351315441,0.400560661,1
51.jpg,0.489879199,26,0.991669112,147.1432002,1.384686651,0.371955593,1
52.jpg,0.276413743,36,0.976935909,208.7104952,1.219931577,0.581276448,0
53.jpg,0.536203418,36,0.996102057,1.543310091,1.201361384,0.364514954,1
54.jpg,0.553107713,36,0.979792176,1.220262341,1.133970747,0.426638813,1
55.jpg,0.409429634,38,0.981688838,110.0280976,1.207426449,0.461312539,1
56.jpg,0.298785912,36,0.0801126372,19625.38249,0.44325257,0.83676103,1
57.jpg,0.436092285,28,0.980732809,0.990014081,1.132980364,0.413150809,1
58.jpg,0.408824532,26,0.255069341,4617.341275,0.602737092,0.765079215,1
59.jpg,0.421295262,24,0.98255713,2.161508579,1.16667542,0.36033627,1
60.jpg,0.484101993,32,0.977508012,73.68958324,1.049726887,0.476260695,1
