file,ssi,hash,cor,chi,inter,bha,TF
0.jpg,1,0,1,0,14.24088163,0,
1.jpg,1,0,1,0,14.24088163,0,1
2.jpg,0.27037067,30,0.0422204164,130.4447187,1.618844398,0.787451826,1
4.jpg,0.402861931,34,-0.00906849987,6476.106822,1.109451967,0.912166038,1
5.jpg,0.216024789,32,0.0380563144,9988.502165,2.93565808,0.853473444,1
6.jpg,0.479789938,20,0.0464625243,105.3548077,1.077002566,0.805463173,1
7.jpg,0.23237182,28,0.0181983572,671.193108,1.009100103,0.867508403,1
9.jpg,0.320294258,34,-0.00763338265,114.8771434,1.013734493,0.911572029,1
10.jpg,0.256215677,28,-0.0131419135,343.3452804,1.005369537,0.920480244,1
11.jpg,0.231987232,32,0.00931143305,59.93342351,0.150364664,0.908673721,1
12.jpg,0.671994339,6,-0.00418880188,1367.146215,0.90597021,0.902441966,1
14.jpg,0.178051797,26,0.00355382872,170.8691502,0.914759215,0.8656506,1
15.jpg,0.205785196,28,0.033402613,1784.01255,2.798380309,0.821578526,1
16.jpg,0.239846315,30,-0.000135669963,266.5724201,0.287887459,0.929284872,1
17.jpg,0.268594777,36,0.00564007202,192.1821335,0.938852611,0.857687584,1
18.jpg,0.258149778,34,0.007271474,60.37559841,0.047054031,0.972605782,1
19.jpg,0.380383822,20,0.0437473169,164.5351312,2.59224878,0.759015833,1
20.jpg,0.567950871,28,-0.00263414441,5174.990787,0.652768977,0.916645019,1
22.jpg,0.200767259,34,-0.000676677489,3666.257669,2.003155793,0.862994764,1
23.jpg,0.161190303,24,0.049895718,76.52973781,1.60125526,0.782520897,1
24.jpg,0.24732337,30,0.0896678739,233.764743,3.879519344,0.753319971,1
29.jpg,0.453604997,28,0.0336945482,59.60522096,0.247867975,0.781531238,1
30.jpg,0.456485652,26,-0.00543315037,5675.495272,1.303009204,0.900846362,1
36.jpg,0.114742452,32,0.0145199855,61.69370425,0.46325916,0.855539968,1
38.jpg,0.216818676,30,0.029463064,99.78634473,1.188070862,0.825616262,1
43.jpg,0.431841143,30,0.00684953128,70.45333818,0.226545711,0.92985167,1
44.jpg,0.185519499,28,0.0541196197,177.3631193,2.991562028,0.770737871,1
47.jpg,0.273594641,32,-0.00729815653,9340.842419,0.813367774,0.929995204,1
48.jpg,0.221625355,34,-0.0120164868,4747.025049,0.873538432,0.943928925,1
54.jpg,0.0685050321,28,0.00511873768,99.44259931,0.558335147,0.881078847,1
59.jpg,0.219297802,36,0.0349888474,381.9893456,3.282849331,0.80983044,1
61.jpg,0.461937048,30,0.00729978042,59.98983424,0.0569085699,0.959534532,1
62.jpg,0.17901016,24,0.107997189,842.2704632,3.941257739,0.811209334,1
69.jpg,0.352700355,26,0.107904146,5511.02715,5.41160653,0.823179869,1
72.jpg,0.14600733,34,-0.0266146452,6873.619314,1.04609544,0.935715157,1
77.jpg,0.248125541,28,0.00741663308,69.57210726,1.087706474,0.850633879,1
85.jpg,0.303408693,30,-0.00290157201,27.28830064,0.561993889,0.892347418,1
88.jpg,0.0590743711,34,0.0770132497,12527.79754,7.453420562,0.794312143,1
89.jpg,0.351431014,36,0.00691765425,60.82267566,0.167277168,0.937809967,1
91.jpg,0.441396132,18,-0.0113706658,3759.297138,1.218080277,0.896969771,1
97.jpg,0.198420322,32,0.0115067637,683.0936559,0.886556132,0.881706924,1
100.jpg,0.31531622,32,0.0591488318,3132.175744,3.169654961,0.77305699,1
107.jpg,0.196483976,28,0.0339807535,152.04784,1.452152645,0.804246389,1
108.jpg,0.220486448,28,0.0324724522,1896.031162,2.576950832,0.845583271,1
124.jpg,0.165151716,38,0.00800563367,60.20032215,0.067095167,0.952153086,1
126.jpg,0.314869689,28,0.0032346314,3514.995703,1.826377182,0.883267429,1
127.jpg,0.161369248,34,0.00350592466,222.3553936,0.711551722,0.896044387,1
129.jpg,0.162205319,28,0.0310060164,2773.15494,3.066707155,0.838514456,1
132.jpg,0.248013299,30,0.00635990983,65.25035533,0.37605037,0.906298497,1
133.jpg,0.107294009,32,0.00723255077,61.8372501,0.910294643,0.852150544,1
144.jpg,0.102206061,32,0.00544740451,100.6735763,0.879596448,0.892290485,1
148.jpg,0.0926626422,34,0.0120201507,18.7286867,0.945823025,0.806237335,1
153.jpg,0.26123202,28,-0.00488199048,2757.601127,1.639929491,0.891786649,1
154.jpg,0.252659629,32,-0.00964045267,82.00698739,1.026075977,0.901352789,1
156.jpg,0.390465013,34,0.336142797,114.8047959,3.645399521,0.589435411,1
163.jpg,0.277588108,24,0.003145007,6451.101028,3.487225972,0.849559477,1
190.jpg,0.172602293,32,-0.00302707814,3595.564344,1.404539841,0.87884219,1
191.jpg,0.129091838,34,0.0791526064,5626.407269,5.003889739,0.804995055,1
193.jpg,0.310777815,32,0.107155646,363.1143621,1.485335045,0.821350306,1
194.jpg,0.124310877,32,0.00501056461,286.9196535,1.135186564,0.85452671,1
201.jpg,0.364991907,30,-0.014149611,234.0131418,0.920187274,0.932265894,1
202.jpg,0.326944345,34,0.0106261325,63.32866172,0.286970235,0.859843807,1
204.jpg,0.307351458,24,-0.0241747198,372.488342,0.780429359,0.964238085,1
205.jpg,0.186696763,30,0.00851011836,1133.131604,1.064814438,0.870237002,1
208.jpg,0.102164726,34,0.00847278303,60.2645119,0.174059077,0.887990902,1
