file,ssi,hash,cor,chi,inter,bha,TF
0.jpg,1,0,1,0,11.44436631,0,
1.jpg,0.806095622,0,0.885647354,73.68442152,11.31814855,0.184124621,1
2.jpg,0.340445304,28,0.873502938,33.83105747,2.622299514,0.62142354,0
3.jpg,0.256297524,34,0.863984242,10.66988401,1.37873049,0.679777791,0
4.jpg,0.266751539,32,0.309657122,10247.33238,5.408167009,0.725870822,0
5.jpg,0.355535533,30,0.0845846413,764.8253692,1.557891101,0.80643792,0
6.jpg,0.408679182,30,0.890237312,18.46009348,5.452833911,0.418296301,0
7.jpg,0.233538947,28,0.886952588,40.65744329,2.269831041,0.543308137,0
8.jpg,0.325410861,32,-0.00304101964,1591.03575,0.358096059,0.854568848,0
9.jpg,0.311816938,34,0.690190062,319.3646218,6.528069266,0.523873996,0
10.jpg,0.301422179,36,0.869843401,11.42941898,1.369067845,0.683468324,0
11.jpg,0.37180093,38,0.129691379,4721.942791,5.259900717,0.640631848,0
12.jpg,0.340386802,26,0.853971599,2263.007275,1.065043458,0.833118526,0
13.jpg,0.304417956,36,0.884535053,9.177385806,1.79584686,0.444776734,1
14.jpg,0.187904128,28,0.864773548,48.99927806,1.439203503,0.733807445,0
15.jpg,0.118921913,32,0.873512571,11.24616338,1.677927793,0.584743014,1
16.jpg,0.361921346,26,-0.00254416371,56.23107357,0.314604396,0.89411973,0
17.jpg,0.267953531,40,0.865159016,14.76955371,1.237197177,0.771901585,0
18.jpg,0.208784372,38,0.297304527,59532.70646,10.67563209,0.586552263,0
19.jpg,0.252289678,36,0.775734733,571.7684767,3.719792873,0.596397249,0
20.jpg,0.319543656,32,0.837584322,2553.783076,1.874168325,0.713320012,0
21.jpg,0.294631805,36,0.865521151,10.47802759,1.004951372,0.833151477,0
22.jpg,0.312361682,42,0.861402763,14.68721985,1.639684918,0.624394766,0
23.jpg,0.257561959,30,0.909466937,22.58589405,3.24271965,0.300972269,1
24.jpg,0.32718974,22,0.822628942,2209.366894,10.1049263,0.434248651,1
25.jpg,0.249827031,30,0.353185269,701.3085654,3.54319005,0.572823572,0
26.jpg,0.23399135,26,0.866783859,17.58199464,1.148004035,0.77149885,0
27.jpg,0.352850576,26,0.865594001,10.44015224,1.015011427,0.820639812,0
28.jpg,0.394054875,30,-0.0066657229,25638,3.062609049,0.810485564,0
29.jpg,0.390872172,24,-0.00380754536,94.2511232,0.0159349225,0.991198247,0
30.jpg,0.162229623,28,0.466476464,14184.73443,9.300749231,0.533918159,0
31.jpg,0.122624248,30,0.867096384,18.32103048,1.216014628,0.729831026,0
32.jpg,0.242246379,28,0.865649911,10.42541307,1.010188809,0.819808645,0
33.jpg,0.353885026,32,0.92516183,188.196448,5.852463637,0.408289767,1
34.jpg,0.317830109,32,0.405479072,822.5829319,1.034648742,0.836223442,0
35.jpg,0.362353196,26,0.630629138,8299.590482,10.12870446,0.486144571,1
36.jpg,0.349185283,28,0.302065751,5561.700258,3.871467586,0.738778207,0
37.jpg,0.289718698,38,0.865551209,10.44436631,1,0.839285534,0
38.jpg,0.405742953,26,0.0473761643,506.191057,2.277730342,0.762278067,0
39.jpg,0.171676695,26,0.856596923,74.03963515,1.363505387,0.750553965,0
40.jpg,0.361665415,30,0.00649494715,103.9204418,0.139825428,0.946854411,0
41.jpg,0.208785007,22,0.864357586,402.0474255,3.550689047,0.612373009,0
42.jpg,0.45914458,34,0.152760931,1729.605441,4.37779376,0.651431045,0
43.jpg,0.207545388,24,0.865404232,14.11098089,1.027288423,0.816046119,0
44.jpg,0.108327716,34,0.865189464,11.29507114,1.01781757,0.836099495,0
45.jpg,0.38420293,26,0.811347974,67.87269151,1.329171301,0.759993259,0
46.jpg,0.276688648,24,0.879175585,619.9235087,3.968255643,0.547432528,0
47.jpg,0.290798808,30,0.712841764,5994.770133,6.650676457,0.631048395,0
48.jpg,0.255500889,30,0.865551209,10.44436631,1,0.839285534,0
