file,ssi,hash,cor,chi,inter,bha,TF
0.jpg,1,0,1,0,6.019588413,0,
1.jpg,0.318565547,22,0.85199285,8.887488572,2.420937665,0.477536403,1
2.jpg,0.37323851,28,0.846885691,4.782110873,1.671042127,0.562242644,1
3.jpg,0.357560933,30,0.0377398347,593.6561116,0.891543997,0.74958076,1
4.jpg,0.532252934,22,0.712708514,72.96466364,3.207391973,0.518200302,1
6.jpg,0.374873239,32,0.84185015,4.409048304,1.557018538,0.560535473,1
7.jpg,0.69994429,8,0.788310663,39.04405706,3.20565739,0.490296583,1
8.jpg,0.34303462,16,0.610912489,449.4647458,3.964131072,0.523224364,1
9.jpg,0.319616107,22,0.260787891,137.9255377,2.451439605,0.578191386,1
10.jpg,0.404441135,26,0.841662159,4.707257931,1.433360319,0.5956053,1
11.jpg,0.653873437,18,0.78625433,42.52189157,3.16676978,0.507630016,1
13.jpg,0.282850434,26,0.841414275,11.10174068,2.490795443,0.484439278,1
14.jpg,0.41004254,28,0.833506338,6.989105813,1.314856696,0.671496537,1
15.jpg,0.33650896,36,0.846755558,4.232035991,1.757519804,0.506943267,1
16.jpg,0.195935196,34,0.824907176,113.4747934,1.649468732,0.698632876,1
17.jpg,0.332215108,18,0.553272858,349.0780089,3.882095708,0.540321188,1
18.jpg,0.718163951,6,0.727952582,81.36316726,3.499197001,0.503391626,1
20.jpg,0.637144065,14,0.736368094,116.2147576,3.219956887,0.540464089,1
21.jpg,0.698661921,12,0.7264261,105.6269694,3.476929882,0.517816871,1
25.jpg,0.316851805,32,0.714829027,1236.328626,1.142183944,0.784027055,1
26.jpg,0.688610334,8,0.736059708,82.93037783,3.560179104,0.495464581,1
27.jpg,0.330278474,28,0.117398958,58037.468,1.275542064,0.661591399,1
29.jpg,0.215815773,32,0.543515823,636.6478159,3.924109501,0.566665972,1
30.jpg,0.367768278,10,0.677207217,138.0675442,3.887802726,0.48712296,1
33.jpg,0.679086465,16,0.777813345,47.22562861,3.14228458,0.507195246,1
34.jpg,0.349893243,16,0.540440024,1239.648591,2.814222768,0.598492274,1
35.jpg,0.321571516,18,0.758066302,56.2266893,3.119032042,0.514949146,1
37.jpg,0.378940685,26,0.689271996,514.9648223,3.213099305,0.554400065,1
39.jpg,0.298413914,30,0.700503454,89.59012634,3.303412694,0.52488945,1
40.jpg,0.424849562,28,0.840270917,4.631770143,1.242460688,0.587170406,1
41.jpg,0.18123792,32,0.825974972,34.48993641,2.341448853,0.537679761,1
43.jpg,0.304140258,24,0.853255985,112.6216545,1.983464343,0.590269112,1
47.jpg,0.306834044,36,0.549633961,60.09329251,1.894541968,0.61858391,1
48.jpg,0.508449605,22,0.679755325,76.71044034,2.846711338,0.566907422,1
49.jpg,0.393182558,10,0.686918228,95.78927654,3.683879866,0.492540147,1
50.jpg,0.313582843,14,0.677419251,307.3377586,3.823170488,0.525363329,1
51.jpg,0.191811621,34,0.881952997,156.1771109,4.67365529,0.408952836,1
