file,ssi,hash,cor,chi,inter,bha
0.jpg,1.0,0.0,1.0,0.0,2.421457651116725,0.0
1.jpg,0.4478473827893862,16.0,0.9817938157457786,3.464972325764919,1.885057498828246,0.29523689082507104
2.jpg,0.37446503341450654,30.0,0.9626006501169685,79.24831963178788,1.8062969917218652,0.43573558958397957
3.jpg,0.46423230223017026,10.0,0.960863767525474,51.19140546812046,1.7088243717644218,0.46592907139257544
4.jpg,0.20673471560488976,24.0,0.9665570744767392,101.4926940835067,1.5683108852626901,0.4222527359211966
5.jpg,0.4463589868053081,18.0,0.9335373829147786,14.882328446929527,1.9441593001492947,0.36988027390963857
6.jpg,0.45086848530039114,14.0,0.0963488384657783,21896.58173911133,1.297599559833543,0.6609881828060156
7.jpg,0.4966251178093981,12.0,0.9470709254512621,186.2784947828587,1.8617144180461764,0.4681344140840902
8.jpg,0.40341796884583486,34.0,0.8018979080253248,115.03897561079104,1.7724195933533338,0.4628397376470442
9.jpg,0.3154470988621888,24.0,0.976800525947685,12.793673208410965,1.9101934436857846,0.3495618640919037
10.jpg,0.448354830685292,10.0,0.14114309962652685,23441.891274355276,1.3038279257161776,0.651567512557695
11.jpg,0.4241231589515002,24.0,0.9660208588360254,83.31582791500485,1.5789783665040886,0.489539196673522
12.jpg,0.41037423892657354,28.0,0.9358437712098133,47.874770668367034,1.7840116952447715,0.46238388645798273
13.jpg,0.5769222774096028,10.0,0.968705313256981,26.706754808877577,1.9004025422054838,0.3497994512567287
14.jpg,0.40777593205541174,20.0,0.9579501228213817,124.20264307367049,1.2879258886205207,0.5263641585026907
15.jpg,0.4087818122065047,30.0,0.9272709947125525,375.4577683396784,1.5865291633681409,0.5911255224844684
16.jpg,0.3989245505303625,16.0,0.9514447595475771,675.3779236656106,2.1124430334048157,0.44505139294413215
17.jpg,0.17934983354429165,26.0,0.9757695041122502,35.666006425032535,1.4875427618590038,0.44220325340537947
18.jpg,0.4068844439014538,38.0,0.9748566685523974,290.3949753239414,1.1284733849124677,0.5416162838854354
19.jpg,0.44994586492978417,18.0,0.9643246714435395,35.60306917417665,1.745199719678567,0.44317964544458416
20.jpg,0.35748354298122986,26.0,0.953283055507515,362.9093112837829,1.2570356631722461,0.6347410642094174
21.jpg,0.46515253135155515,20.0,0.7748784369345715,2029.0300997818879,1.980290915531441,0.5017940374593531
22.jpg,0.400804576659109,20.0,0.8757583146667814,642.0251232640418,1.6525564799267158,0.6122303888997356
23.jpg,0.4285409977470776,12.0,0.9674155676722651,86.04814806054975,1.7943671919938424,0.40706896337444637
24.jpg,0.4255685961436736,32.0,0.8940514082288548,1435.6386008268025,1.3788028113995097,0.6639075420814886
25.jpg,0.29440692821509573,38.0,0.8869505092868869,16782.393819330897,1.596721217070808,0.6746649220641796
26.jpg,0.4417774099015586,28.0,0.9050146970282849,56.3165382246024,1.7564801213138708,0.49057244769062847
27.jpg,0.32740642277195764,14.0,0.9763830345756629,72.20680370933727,1.7037390569876152,0.43965306079533956
28.jpg,0.5109495116961579,24.0,0.9689881525388517,117.84860668030024,1.1574521380371152,0.5508109047331621
29.jpg,,,,,,
