file,ssi,hash,cor,chi,inter,bha
0.jpg,1.0,0.0,1.0,0.0,2.0556705986964516,0.0
1.jpg,0.6027609762974141,24.0,0.9853010829379104,71.81507736482828,1.585901766862662,0.3642798941732834
2.jpg,0.5509319892507909,30.0,0.9497605208750312,27.92069559243637,1.586660729313735,0.42683630579285314
3.jpg,0.12136378577854941,30.0,0.9224214567423632,823.9738556547682,1.4745547650236404,0.7607187823715729
4.jpg,0.6721783531400304,34.0,0.978718519679639,1.3184401967976087,1.1970984216677607,0.4362554848609731
5.jpg,0.5412634664483714,32.0,0.7852208585607867,683.8223160804662,1.5311946372748935,0.5843344112710689
6.jpg,0.6239828768420813,30.0,0.9747860599982705,8.889477594199157,1.5186763601232087,0.3548997559771861
7.jpg,1.0,0.0,1.0,0.0,2.0556705986964516,0.0
8.jpg,0.2536972255415279,32.0,0.038351538212710694,127132.48400555932,0.9044561211485416,0.8724955160060102
9.jpg,0.49329333047808965,36.0,0.9887747799520307,16.291170090024778,1.9049339565681294,0.35302003966680545
10.jpg,0.6569473295827185,36.0,0.9802203968836911,1.332370254520425,1.288495958884596,0.36945974481869437
11.jpg,0.4804697345392572,32.0,0.9429564766781023,10.485994536551628,1.5801091600842483,0.37974528948114833
12.jpg,0.45777096498212866,24.0,0.9713494167586314,4.660205320363202,1.5103285822988255,0.3733159085025179
13.jpg,0.5092060443756022,40.0,0.9940280625636719,0.4245304333259508,1.623875788944133,0.17582274548828766
14.jpg,0.9143163000832645,20.0,0.9997278597526758,0.22951569430482088,1.9891198380209971,0.11701498690462081
15.jpg,0.41403529220704066,32.0,0.05636778103108116,817.6677159984955,0.8180879313731566,0.7601088233874962
16.jpg,0.5711625459227722,24.0,0.9488709616845831,75.58219109566632,1.428116580391361,0.5138638883012556
17.jpg,0.4419009900892095,34.0,0.9773712443027184,18.325135040814743,1.2361628790386021,0.5998178071316244
18.jpg,0.9061695294675336,10.0,0.9976962565129881,0.30692954531298006,1.7181447638431564,0.192271756607859
19.jpg,0.5763715468575991,32.0,0.03405832837506427,1210.1333623411015,0.35502478946727933,0.7750114522774588
20.jpg,0.4803068796058242,32.0,0.1369327284361225,1935.266341431239,0.720924848341383,0.7247697630565878
21.jpg,0.2950444925649983,24.0,0.0996604278214958,7427.52907005496,0.5783262007462326,0.7932921909064222
22.jpg,0.19385628303489527,34.0,0.661537887917311,4220.125775270519,1.4148081653402187,0.8306576937598231
23.jpg,0.6209416692398202,26.0,0.9897443396718029,0.7115892539659979,1.8573098162887618,0.1791934806945908
24.jpg,0.6607827913663397,30.0,0.9753546964612848,4.6008056885039705,1.238619992062013,0.4595215667212864
25.jpg,0.6361324753185971,26.0,0.9912545465518097,0.689675185785642,1.4453750739885436,0.25889276690909024
26.jpg,0.6588859084154208,32.0,0.9819718117604855,3.7013274734624417,1.3107530739871436,0.3285804965995174
27.jpg,0.612819918850494,22.0,0.9810243349567742,11.594744119473043,1.3713002794647764,0.436839973900404
28.jpg,0.2892216882239207,32.0,0.09885545157311655,2433.0353346578154,0.8147322136210278,0.828395576612418
29.jpg,0.40936408294690546,34.0,0.030183467013434048,603.1738452062623,0.4328020596294664,0.7811527544287176
30.jpg,0.7128512688880234,14.0,0.9974671714590321,3.03374855848549,1.796432111703325,0.22970954813911965
31.jpg,,,,,,
32.jpg,0.435997867935255,34.0,0.031656717150387065,859.2250217795853,0.6175952410121681,0.7572626579228587
33.jpg,0.3003904044914768,32.0,0.9502765625032269,52.42830472218814,1.7431862010998884,0.48669652459603946
34.jpg,0.16861832900558288,36.0,0.7052238010333307,1511.089950558537,1.4077500697749201,0.7549806129691184
35.jpg,0.6808229089778084,28.0,0.9808477010018175,0.8053482684934784,1.2127381125665124,0.3522233662723052
36.jpg,0.05501353352325633,38.0,0.035696601157154,97599.98786244862,1.075596323586069,0.8573374417310324
37.jpg,0.24485289471471522,30.0,0.030613182225935974,46226.98476740475,0.8993616317748092,0.8202724124669738
38.jpg,0.45196788253735376,32.0,0.19706341174260078,12534.974386400812,1.0315123722539283,0.682000214920997
39.jpg,0.18188371058964686,32.0,0.0027523820721116407,30365.93277143424,0.49105932225938886,0.9242087068986858
40.jpg,0.2919219901864499,40.0,0.21788638058903648,17953.696346886252,1.5591771111940034,0.7669721733861771
42.jpg,0.3863890930077183,38.0,0.27126723476750547,34607.5571984648,0.8848666780104395,0.8053980876352989
43.jpg,0.11887789220880843,32.0,0.4542481896349362,23130.25925398179,1.7898695110343397,0.752926195517126
44.jpg,0.32093381572137175,36.0,0.0015990876077176096,61613.29294521707,0.2939376024296507,0.9193497898467548
45.jpg,0.5256031727570502,30.0,0.9771144983304176,32.446637151881184,1.0023921930369397,0.566211346302044
46.jpg,0.42523118824863965,34.0,0.07723953942891174,6576.832453050306,0.8183211005525663,0.778031713604635
47.jpg,0.18949199451757345,32.0,0.08153058485859101,3847.6054281854526,0.8431494566320907,0.8143356495635476
48.jpg,0.5142333525653837,32.0,0.9771715318173189,14.922085522182314,1.1288726954662707,0.6028482882409558
